1,2C:6E:85:D1:91:EC,1,73,4,1048578,8,0,0,0,1474954823,1474954826,1474954823,1474954826,FC:AD:0F:06:47:F0
2,00:5A:39:CD:A1:97,1,80,4,1048578,4,0,0,0,1474954845,1474954848,1474954845,1474954848,FC:AD:0F:06:47:F0
3,3C:33:00:42:B0:97,1,77,4,1048578,83,0,0,0,1474954850,1474954853,1474954850,1474954853,FC:AD:0F:06:47:F0
4,3C:33:00:42:B0:97,1,79,4,1048578,90,0,0,0,1474954855,1474954858,1474954855,1474954858,FC:AD:0F:06:47:F0
5,3C:33:00:42:B0:97,1,77,4,1048578,44,0,0,0,1474954812,1474954815,1474954812,1474954815,FC:AD:0F:06:47:F0
6,3C:33:00:42:B0:97,1,78,4,1048578,47,0,0,0,1474954818,1474954821,1474954818,1474954821,FC:AD:0F:06:47:F0
7,3C:33:00:42:B0:97,1,77,4,1048578,56,0,0,0,1474954823,1474954826,1474954823,1474954826,FC:AD:0F:06:47:F0
8,3C:33:00:42:B0:97,1,78,4,1048578,73,0,0,0,1474954845,1474954848,1474954845,1474954848,FC:AD:0F:06:47:F0
9,00:95:69:99:6B:F9,1,83,4,1048578,77,0,0,0,1474954850,1474954853,1474954850,1474954853,FC:AD:0F:06:47:F0
10,00:95:69:99:6B:F9,1,84,4,1048578,83,0,0,0,1474954855,1474954858,1474954855,1474954858,FC:AD:0F:06:47:F0
11,00:95:69:99:6B:F9,1,83,4,1048578,39,0,0,0,1474954812,1474954815,1474954812,1474954815,FC:AD:0F:06:47:F0
12,00:95:69:99:6B:F9,1,82,4,1048578,43,0,0,0,1474954818,1474954821,1474954818,1474954821,FC:AD:0F:06:47:F0
13,00:95:69:99:6B:F9,1,83,4,1048578,53,0,0,0,1474954828,1474954831,1474954828,1474954831,FC:AD:0F:06:47:F0
14,00:95:69:99:6B:F9,1,83,4,1048578,62,0,0,0,1474954834,1474954837,1474954834,1474954837,FC:AD:0F:06:47:F0
15,00:95:69:99:6B:F9,1,83,4,1048578,67,0,0,0,1474954839,1474954842,1474954839,1474954842,FC:AD:0F:06:47:F0
